DateTime,Open,High,Low,Close,Volume,Adj Close
20220830,3240.18,3243.75,3212.63,3227.22,294318914,3227.22
20220829,3203.1,3240.73,3199,3240.73,297015097,3240.73
20220826,3250.63,3266.27,3232.28,3236.22,309927554,3236.22
20220825,3223.46,3248.35,3199.12,3246.25,336196165,3246.25
20220824,3279.17,3281.88,3212.39,3215.2,366140577,3215.2
20220823,3274.43,3284.6,3262.63,3276.22,316566356,3276.22
20220822,3249.7,3278.17,3247.19,3277.79,314537869,3277.79
20220819,3275.62,3286.49,3258.06,3258.08,333535471,3258.08
20220818,3286.37,3289.14,3270.56,3277.54,301694778,3277.54
20220817,3282.1,3296,3263.35,3292.53,326124759,3292.53
20220816,3278.68,3295.02,3271.57,3277.88,303592274,3277.88
20220815,3268.37,3286.89,3261.82,3276.09,287106773,3276.09
20220812,3275.77,3288.22,3272.84,3276.89,299932928,3276.89
20220811,3243.47,3281.67,3237.9,3281.67,300605376,3281.67
20220810,3242.36,3253.17,3217.81,3230.02,257583592,3230.02
20220809,3235.74,3248.77,3227.54,3247.43,259605467,3247.43
20220808,3218.85,3237.97,3214.08,3236.93,254268050,3236.93
20220805,3195.23,3228.89,3184.45,3227.03,274683729,3227.03
20220804,3179.43,3191,3155.7,3189.04,260898943,3189.04
20220803,3188.89,3217.55,3159.46,3163.67,324885673,3163.67
20220802,3231.26,3231.26,3155.19,3186.27,394176168,3186.27
20220801,3246.62,3264.3,3225.55,3259.96,292204805,3259.96
20220729,3282.81,3294.8,3246.37,3253.24,307331047,3253.24
20220728,3287.5,3305.71,3277.11,3282.58,288055056,3282.58
20220727,3271.78,3282.57,3265.73,3275.76,249131485,3275.76
20220726,3254.19,3282.41,3246.04,3277.44,259468676,3277.44
20220725,3269.71,3273.18,3243.03,3250.39,271245744,3250.39
20220722,3276.2,3293.64,3246.73,3269.97,300690066,3269.97
20220721,3297.66,3300.53,3272,3272,332358707,3272
20220720,3291.55,3308.35,3287.74,3304.72,301515123,3304.72
20220719,3278.72,3283.93,3256.02,3279.43,315651918,3279.43
20220718,3235.09,3278.47,3226.23,3278.1,348346022,3278.1
20220715,3261.38,3288.92,3228.06,3228.06,380156371,3228.06
20220714,3277.45,3299.25,3261.49,3281.74,355926432,3281.74
20220713,3279.6,3297.02,3266.48,3284.29,331845669,3284.29
20220712,3307.22,3319.25,3277.08,3281.47,334600539,3281.47
20220711,3341.1,3341.1,3297.01,3313.58,342669193,3313.58
20220708,3380.37,3386.31,3354.12,3356.08,322921072,3356.08
20220707,3353.13,3375.86,3332.31,3364.4,334400202,3364.4
20220706,3391.03,3391.03,3333.1,3355.35,384630047,3355.35
20220705,3411.13,3424.84,3372.06,3404.03,411699672,3404.03
20220704,3381.82,3405.62,3364.09,3405.43,357737919,3405.43
20220701,3400.26,3404.05,3378.36,3387.64,350489299,3387.64
20220630,3358.93,3417.01,3358.93,3398.62,381243178,3398.62
20220629,3399.68,3414.65,3358.47,3361.52,440573559,3361.52
20220628,3377.68,3412.1,3358.87,3409.21,412056516,3409.21
20220627,3364,3393.31,3364,3379.19,414117738,3379.19
20220624,3324.74,3356.71,3322.95,3349.75,390819734,3349.75
20220623,3269.05,3320.15,3262.29,3320.15,400614211,3320.15
20220622,3309.12,3311.02,3266.54,3267.2,375529782,3267.2
20220621,3313.79,3329.39,3279.83,3306.72,394456891,3306.72
20220620,3315.78,3333.9,3292.93,3315.43,413460410,3315.43
20220617,3265.51,3323.28,3262.89,3316.79,395300700,3316.79
20220616,3306.84,3319.69,3277.53,3285.38,433220868,3285.38
20220615,3289.1,3358.55,3288.85,3305.41,550584131,3305.41
20220614,3224.21,3289.13,3195.82,3288.91,450388187,3288.91
20220613,3256.28,3272.99,3229.31,3255.55,438578312,3255.55
20220610,3214.18,3286.62,3210.81,3284.83,439865730,3284.83
20220609,3259.49,3270.56,3223.48,3238.95,422728372,3238.95
20220608,3245.02,3266.63,3216.01,3263.79,434183270,3263.79
20220607,3235.42,3253.09,3222.64,3241.76,402203220,3241.76
20220606,3196.96,3237.07,3181.65,3236.37,422027835,3236.37
20220602,3170.31,3197.28,3163.76,3195.46,361770632,3195.46
20220601,3179.69,3190.61,3160.04,3182.16,365664432,3182.16
20220531,3149.94,3188.6,3142,3186.43,374523265,3186.43
20220530,3141.96,3150.89,3123.15,3149.06,349362285,3149.06
20220527,3135.03,3151.05,3112.54,3130.24,359463866,3130.24
20220526,3111.48,3133.28,3079.48,3123.11,370305518,3123.11
20220525,3070.17,3107.63,3069.95,3107.46,342259227,3107.46
20220524,3149.06,3153.13,3070.93,3070.93,416312158,3070.93
20220523,3150.49,3150.51,3127.9,3146.86,353376325,3146.86
20220520,3107.09,3146.57,3107.09,3146.57,372336636,3146.57
20220519,3046.71,3096.96,3042.67,3096.96,336600749,3096.96
20220518,3095.89,3105.84,3071.3,3085.98,315037923,3085.98
20220517,3076.5,3093.7,3057.64,3093.7,330356537,3093.7
20220516,3100.55,3102.58,3063.4,3073.75,338108492,3073.75
20220513,3068.03,3086.1,3059.25,3084.28,331737852,3084.28
20220512,3044.8,3072.16,3032.95,3054.99,344440477,3054.99
20220511,3035.39,3100.9,3034.67,3058.7,423991912,3058.7
20220510,2965.78,3043.78,2957.4,3035.84,370660980,3035.84
20220509,2990.2,3015.94,2983.61,3004.14,292061556,3004.14
20220506,3011.32,3030.69,2992.72,3001.56,343264218,3001.56
20220505,3044.85,3082.23,3042.12,3067.76,383072875,3067.76
20220429,2986.06,3048.49,2968.33,3047.06,423932794,3047.06
20220428,2945.81,2991.51,2936.79,2975.48,375371775,2975.48
20220427,2866.82,2959.18,2863.65,2958.28,423060191,2958.28
20220426,2930.45,2957.68,2878.26,2886.43,401615154,2886.43
20220425,3034.27,3043.82,2928.51,2928.51,433606108,2928.51
20220422,3058.4,3105.66,3049.36,3086.92,342000563,3086.92
20220421,3138.43,3160.9,3069.68,3079.81,391934694,3079.81
20220420,3189.89,3191.83,3142.05,3151.05,362047037,3151.05
20220419,3192.09,3207.83,3174.71,3194.03,339944104,3194.03
20220418,3185.94,3204.03,3166.98,3195.52,347365123,3195.52
20220415,3210.7,3229.87,3200.13,3211.24,407842082,3211.24
20220414,3203.63,3240,3200.23,3225.64,371242344,3225.64
20220413,3199.8,3225.47,3183.53,3186.82,391156925,3186.82
20220412,3165.12,3214.54,3140.9,3213.33,418321923,3213.33
20220411,3239.86,3239.86,3156.51,3167.13,424160185,3167.13
20220408,3239.88,3257.09,3208.35,3251.85,413826799,3251.85
20220407,3267.81,3290.26,3236.48,3236.7,402626660,3236.7
20220406,3269.43,3288.11,3255.69,3283.43,429642779,3283.43
20220401,3234.67,3287.23,3226.3,3282.72,378210460,3282.72
20220331,3256.14,3272.04,3246.06,3252.2,398439934,3252.2
20220330,3217.59,3266.6,3216.3,3266.6,366753677,3266.6
20220329,3216.01,3229.18,3196.46,3203.94,316273649,3203.94
20220328,3185.17,3230.22,3159.83,3214.5,344994873,3214.5
20220325,3247.16,3257.11,3211.64,3212.24,340020006,3212.24
20220324,3256.06,3266.89,3236.66,3250.26,329006654,3250.26
20220323,3264.79,3279.89,3251.98,3271.03,349875370,3271.03
20220322,3249.54,3279.11,3239.53,3259.86,361196158,3259.86
20220321,3255.62,3267.5,3223.39,3253.69,354228488,3253.69
20220318,3207.15,3260.78,3197.36,3251.07,373035611,3251.07
20220317,3215.01,3260.17,3202.93,3215.04,420813458,3215.04
20220316,3107.67,3177.79,3023.3,3170.71,444667189,3170.71
20220315,3192.36,3196.92,3063.97,3063.97,465037164,3063.97
20220314,3271.89,3297.8,3223.53,3223.53,337968687,3223.53
20220311,3259.32,3315.66,3217.42,3309.75,384067127,3309.75
20220310,3312.18,3326.58,3291.24,3296.09,378336376,3296.09
20220309,3303.71,3321.48,3147.68,3256.39,466285569,3256.39
20220308,3372.55,3383.63,3287.34,3293.53,415926766,3293.53
20220307,3438.56,3438.56,3360.74,3372.86,393588999,3372.86
20220304,3459.98,3474.88,3437.7,3447.65,393526581,3447.65
20220303,3495.93,3500.29,3473.34,3481.11,412594289,3481.11
20220302,3478.29,3486.62,3467,3484.19,329367684,3484.19
20220301,3471.36,3491.13,3465.72,3488.83,326001662,3488.83
20220228,3450.32,3462.31,3425.52,3462.31,345838388,3462.31
20220225,3445.34,3480.18,3440.93,3451.41,377542556,3451.41
20220224,3474.37,3486.98,3400.21,3429.96,488354901,3429.96
20220223,3458.51,3490.76,3458.18,3489.15,325604895,3489.15
20220222,3473.29,3473.39,3437.67,3457.15,326279484,3457.15
20220221,3488.41,3492.2,3471.69,3490.61,301541740,3490.61
20220218,3451.63,3490.76,3447.03,3490.76,295149963,3490.76
20220217,3464.21,3480.97,3454.28,3468.04,297262682,3468.04
20220216,3457.07,3475.06,3453.8,3465.83,274993913,3465.83
20220215,3428.04,3447.49,3421.64,3446.09,275559322,3446.09
20220214,3451.85,3457.26,3415.45,3428.88,315274448,3428.88
20220211,3472.28,3500.15,3459.33,3462.95,361356090,3462.95
20220210,3481.91,3488.86,3464.22,3485.91,355666267,3485.91
20220209,3450.82,3484.74,3444.08,3479.95,350249936,3479.95
20220208,3428.54,3453.19,3390.46,3452.63,366093865,3452.63
20220207,3407.76,3434.03,3407.76,3429.58,320485211,3429.58
20220128,3407.59,3417.05,3356.56,3361.44,290855257,3361.44
20220127,3456.1,3456.36,3392.02,3394.25,280606534,3394.25
20220126,3442.69,3462.12,3417.76,3455.67,275122828,3455.67
20220125,3509.28,3519.83,3433.06,3433.06,327353813,3433.06
20220124,3508.24,3531.61,3500.14,3524.11,280268342,3524.11
20220121,3546.75,3547,3514.89,3522.57,326534880,3522.57
20220120,3556.23,3576.26,3540.55,3555.06,379509846,3555.06
20220119,3567.63,3578.73,3541.66,3558.18,333235269,3558.18
20220118,3541.89,3579.31,3531.33,3569.91,377146435,3569.91
20220117,3522.09,3546.09,3519.43,3541.67,312886733,3541.67
20220114,3544.07,3548.42,3519.32,3521.26,376937024,3521.26
20220113,3601.03,3601.07,3555.16,3555.26,369368365,3555.26
20220112,3578.16,3599.5,3572.1,3597.43,343132956,3597.43
20220111,3589.9,3602.15,3562.75,3567.44,359761863,3567.44
20220110,3572.74,3593.52,3555.13,3593.52,356222610,3593.52
20220107,3588.99,3607.23,3577.1,3579.54,436306961,3579.54
20220106,3581.22,3594.49,3559.88,3586.08,371540543,3586.08
20220105,3628.26,3628.26,3583.47,3595.18,423902028,3595.18
20220104,3649.15,3651.89,3610.09,3632.33,405027769,3632.33
20211231,3626.24,3642.84,3624.94,3639.78,329681932,3639.78
20211230,3596.49,3628.92,3595.5,3619.19,307839291,3619.19
20211229,3630.92,3630.92,3596.32,3597,305131766,3597
20211228,3619.64,3631.08,3607.36,3630.11,316202242,3630.11
20211227,3613.05,3632.19,3601.94,3615.97,329235293,3615.97
20211224,3645.39,3648.96,3612.07,3618.05,390347625,3618.05
20211223,3625.47,3643.55,3618.05,3643.34,382925734,3643.34
20211222,3632.68,3635.9,3616.55,3622.62,394825177,3622.62
20211221,3591.45,3627.09,3591.45,3625.13,408184348,3625.13
20211220,3620.04,3643.95,3589.36,3593.6,423851410,3593.6
20211217,3670.26,3673.65,3631.66,3632.36,408487837,3632.36
20211216,3648.93,3675.02,3644.66,3675.02,381329507,3675.02
20211215,3655.05,3668.4,3645.24,3647.63,377477667,3647.63
20211214,3669.81,3671.68,3654.66,3661.53,362171934,3661.53
20211213,3686.94,3708.94,3678.06,3681.08,424092009,3681.08
20211210,3654.37,3667.85,3651.35,3666.35,419988801,3666.35
20211209,3641.16,3688.4,3638.7,3673.04,431918157,3673.04
20211208,3602.82,3637.72,3591.99,3637.57,361036657,3637.57
20211207,3611.22,3614.22,3572.57,3595.09,403842594,3595.09
20211206,3615.24,3626.13,3586.81,3589.31,418676743,3589.31
20211203,3576.45,3608.47,3573.21,3607.43,377551048,3607.43
20211202,3573.25,3586.87,3567.14,3573.84,354041524,3573.84
20211201,3561.89,3576.89,3558.69,3576.89,329873517,3576.89
20211130,3570.75,3582.11,3546.36,3563.89,349187938,3563.89
20211129,3528.67,3563.68,3526.36,3562.7,333618331,3562.7
20211126,3576.11,3576.11,3554.88,3564.09,301000066,3564.09
20211125,3593.39,3597.15,3579.53,3584.18,306451518,3584.18
20211124,3590.02,3602.74,3575.29,3592.7,336775246,3592.7
20211123,3580.51,3598.37,3577.36,3589.09,360011593,3589.09
20211122,3562.76,3585.19,3562.75,3582.08,330009385,3582.08
20211119,3519.28,3561.91,3517.65,3560.37,317989976,3560.37
20211118,3531.49,3537.98,3513.11,3520.71,312426927,3520.71
20211117,3518.56,3537.51,3513.52,3537.37,276735671,3537.37
20211116,3530.46,3549.77,3517.81,3521.79,310399909,3521.79
20211115,3542.9,3550.44,3521.29,3533.3,313017612,3533.3
20211112,3534.15,3543.65,3527.39,3539.1,308683354,3539.1
20211111,3486.45,3534.2,3482.83,3532.79,322087957,3532.79
20211110,3498.94,3498.94,3448.44,3492.46,307030708,3492.46
20211109,3507.11,3514.95,3489.04,3507,287315989,3507
20211108,3491.97,3507.27,3484.24,3498.63,298183722,3498.63
20211105,3520.21,3525.87,3491.46,3491.57,354533565,3491.57
20211104,3505.89,3527.95,3503.01,3526.87,319440829,3526.87
20211103,3501.11,3512.61,3480.49,3498.54,306607669,3498.54
20211102,3543.38,3559.05,3477.66,3505.63,417563173,3505.63
20211101,3530.4,3556.59,3519.29,3544.48,382251325,3544.48
20211029,3519.33,3547.34,3502.8,3547.34,358809377,3547.34
20211028,3548.7,3552.04,3509.49,3518.42,378171666,3518.42
20211027,3589.86,3589.86,3553.13,3562.31,350620940,3562.31
20211026,3612.83,3625.02,3589.71,3597.64,337278291,3597.64
20211025,3574.26,3611.09,3564.21,3609.86,321196816,3609.86
20211022,3594.75,3607.58,3578.76,3582.6,353157203,3582.6
20211021,3590.05,3610.96,3576.35,3594.78,352310867,3594.78
20211020,3583.24,3596.05,3574.3,3587,344245008,3587
20211019,3562.3,3596.79,3560.62,3593.15,334197652,3593.15
20211018,3571.05,3571.05,3539.48,3568.14,340950616,3568.14
20211015,3551.99,3578.77,3542.69,3572.37,320292984,3572.37
20211014,3555.11,3569.69,3547.18,3558.28,294969196,3558.28
20211013,3543.49,3569.13,3515.65,3561.76,325050667,3561.76
20211012,3581.3,3583.64,3515.14,3546.94,405393748,3546.94
20211011,3600.36,3614.7,3586.75,3591.71,394361159,3591.71
20211008,3609.09,3612.55,3571.73,3592.17,407161148,3592.17
20210930,3541.93,3572.43,3541.93,3568.17,395629626,3568.17
20210929,3573.52,3573.52,3518.05,3536.29,452511151,3536.29
20210928,3577.89,3610.92,3568.82,3602.22,444168807,3602.22
20210927,3625.96,3640.81,3559.92,3582.83,510802795,3582.83
20210924,3637.87,3651.43,3607.79,3613.07,507304772,3613.07
20210923,3651.27,3670.95,3632.28,3642.22,534995486,3642.22
20210922,3563.21,3629.45,3560.5,3628.49,472296053,3628.49
20210917,3595.27,3620.96,3569.27,3613.97,516850210,3613.97
20210916,3664.84,3677.92,3606.73,3607.09,546741474,3607.09
20210915,3651.16,3677.53,3638.32,3656.22,474970001,3656.22
20210914,3709.63,3723.85,3655.63,3662.6,564952386,3662.6
20210913,3699.25,3716.83,3692.82,3715.37,557484019,3715.37
20210910,3691.19,3722.87,3681.64,3703.11,635200433,3703.11
20210909,3666.82,3693.45,3662.16,3693.13,604810330,3693.13
20210908,3673.4,3695.32,3661,3675.19,586436193,3675.19
20210907,3621.71,3681.93,3615.14,3676.59,547721875,3676.59
20210906,3580.14,3626.29,3580.14,3621.86,521713276,3621.86
20210903,3602.74,3613.95,3569.4,3581.73,614532353,3581.73
20210902,3559.9,3597.37,3557.68,3597.04,572684039,3597.04
20210901,3543.87,3582.32,3514.67,3567.1,667276305,3567.1
20210831,3519.02,3543.94,3496.39,3543.94,524205056,3543.94
20210830,3535.07,3539.49,3512.99,3528.15,512785716,3528.15
20210827,3494.42,3530.19,3493.38,3522.16,455345906,3522.16
20210826,3537.31,3537.32,3499.45,3501.66,502903147,3501.66
20210825,3517.92,3540.39,3510.07,3540.38,450047019,3540.38
20210824,3482.27,3522.7,3481.14,3514.47,430236463,3514.47
20210823,3436.8,3481.25,3436.67,3477.13,384727440,3477.13
20210820,3442.51,3453.15,3394.97,3427.33,391136918,3427.33
20210819,3475.3,3480.46,3446.01,3465.55,382383031,3465.55
20210818,3442.35,3487.44,3437.69,3485.29,389203756,3485.29
20210817,3512.11,3531.72,3438.12,3446.98,422885804,3446.98
20210816,3514.34,3537.85,3510.9,3517.34,391099721,3517.34
20210813,3514.47,3540.08,3500.8,3516.3,378187282,3516.3
20210812,3522.72,3538.4,3513.45,3524.74,381074593,3524.74
20210811,3527.11,3544.09,3524.04,3532.62,383783554,3532.62
20210810,3488.66,3529.93,3477.06,3529.93,345112992,3529.93
20210809,3441.75,3502.84,3438.7,3494.63,349910094,3494.63
20210806,3465.48,3466.39,3436.93,3458.23,336824400,3458.23
20210805,3461.72,3486.16,3449.39,3466.55,348436922,3466.55
20210804,3442.94,3477.6,3440.78,3477.22,348744218,3477.22
20210803,3446.78,3470.66,3435.46,3447.99,400698081,3447.99
20210802,3385.69,3464.29,3367.64,3464.29,432927871,3464.29
20210730,3398.2,3404.88,3370.45,3397.36,381440956,3397.36
20210729,3403.84,3416.61,3382.57,3411.72,344569428,3411.72
20210728,3355.82,3385.54,3312.72,3361.59,395825419,3361.59
20210727,3467.45,3483.87,3380.28,3381.18,469075443,3381.18
20210726,3538.01,3538.01,3424.74,3467.44,442882203,3467.44
20210723,3571.72,3571.85,3541.51,3550.4,446421246,3550.4
